ID,Order_Id,Order_Date,Order_Priority,Order_Quantity,Value,Discount,Shipping_mode,Profit,Unit_price,Shipping_cost,Customer_name,Province,Region,Customer_segment,Product_category,Product_subcategory,Product_name,Product_container,Product_base_margin,Shipping_date
3790,27011,12/30/2010,Medium,5,49.777,0.09,Regular Air,29.242,10.94,1.39,Anne Pryor,Quebec,Quebec,Home Office,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,0.35,00:00.0
3791,27013,7/5/2009,Low,28,2154.068,0.05,Regular Air,282.4416,80.98,35,Fred Harton,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,00:00.0
3792,27013,7/5/2009,Low,26,6903.156,0.05,Regular Air,1054.972,279.48,35,Fred Harton,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,00:00.0
3793,27015,12/31/2011,Low,24,1326.0288,0.03,Regular Air,547.2664,56.96,13.22,Maria Bertelson,Ontario,Ontario,Home Office,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,00:00.0
3794,27047,11/22/2010,High,25,14099.765,0.06,Regular Air,6575.4,599.99,24.49,Patrick Bzostek,Ontario,Ontario,Consumer,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box,0.5,00:00.0
3795,27047,11/22/2010,High,38,154.508,0.05,Regular Air,82.732,4.28,6.72,Patrick Bzostek,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4,00:00.0
3796,27077,3/15/2010,Critical,11,1550.89,0,Regular Air,963.0707,140.99,13.99,Frank Carlisle,Ontario,Ontario,Small Business,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box,0.37,00:00.0
3797,27078,8/12/2012,Not Specified,22,138.2832,0.03,Regular Air,81.1016,6.48,5.86,Nathan Mautz,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,Xerox 1904,Small Box,0.36,00:00.0
3823,27265,5/6/2012,Critical,36,5572.206,0.05,Express Air,3264.6788,162.93,19.99,Christina Anderson,Saskachewan,Prarie,Corporate,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,00:00.0
3798,27105,2/16/2011,Not Specified,37,219.0474,0.01,Regular Air,136.8938,5.98,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,00:00.0
3799,27105,2/16/2011,Not Specified,2,20.8,0,Regular Air,4.792,10.4,5.4,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,00:00.0
3800,27106,12/1/2011,High,1,10.2554,0.06,Regular Air,3.1196,10.91,2.99,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,00:00.0
3801,27106,12/1/2011,High,50,490.82,0.08,Regular Air,281.365,10.67,1.39,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Small Box,0.39,00:00.0
3802,27106,12/1/2011,High,29,3494.5464,0.08,Delivery Truck,501.7788,130.98,30,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,00:00.0
3803,27106,12/1/2011,High,42,886.977,0.05,Regular Air,397.8438,22.23,3.63,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack,0.52,00:00.0
3804,27106,12/1/2011,High,10,61.456,0.08,Regular Air,27.892,6.68,1.5,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,00:00.0
3805,27109,2/8/2012,Critical,48,521.2944,0.01,Regular Air,177.796,10.97,6.5,Barry French,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,00:00.0
3806,27111,3/11/2009,High,11,1033.8966,0.06,Regular Air,441.9638,99.99,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,00:00.0
3807,27111,3/11/2009,High,18,3477.06,0,Regular Air,988.3574,193.17,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,00:00.0
3808,27111,3/11/2009,High,44,849.6752,0.08,Express Air,98.2916,20.99,3.3,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,00:00.0
3809,27137,12/31/2011,High,2,70.5404,0.02,Regular Air,29.8514,35.99,1.1,Alyssa Tate,Nova Scotia,Atlantic,Small Business,Technology,Telephones and Communication,Accessory35,Small Box,0.55,00:00.0
3810,27138,5/30/2012,High,31,2911.2534,0.07,Delivery Truck,934.5778,100.98,35.84,Cari Sayre,Alberta,West,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,00:00.0
3811,27138,5/30/2012,High,37,2197.467,0.1,Regular Air,772.3316,65.99,8.99,Cari Sayre,Alberta,West,Home Office,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,00:00.0
3812,27141,2/4/2010,Not Specified,25,461.72,0.03,Regular Air,188.78,19.04,6.38,Patrick Ryan,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Small Box,0.56,00:00.0
3813,27141,2/4/2010,Not Specified,28,1572.8832,0.06,Regular Air,609.4036,59.76,9.71,Patrick Ryan,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,00:00.0
3815,27174,10/8/2011,Critical,17,556.7653,0.09,Regular Air,31.7098,35.99,5,Alex Avila,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory27,Small Box,0.85,00:00.0
3816,27201,7/25/2012,High,10,4909.604,0.02,Delivery Truck,1877.724,500.98,26,Scot Coram,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,00:00.0
3817,27201,7/25/2012,High,45,3158.1495,0.01,Delivery Truck,772.0135,70.89,89.3,Scot Coram,Ontario,Ontario,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.72,00:00.0
3820,27236,3/2/2010,High,20,383.616,0.04,Regular Air,225.908,19.98,5.86,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 191,Small Box,0.38,00:00.0
3814,27169,9/11/2011,Not Specified,16,103.5936,0.01,Regular Air,60.6532,6.54,5.27,Helen Andreada,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,00:00.0
3818,27205,5/21/2010,Not Specified,12,80.3712,0.08,Regular Air,17.4464,7.28,3.52,Jason Fortune,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Small Pack,0.68,00:00.0
3819,27232,8/18/2010,Not Specified,19,631.5695,0.05,Regular Air,231.6016,34.99,7.73,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,00:00.0
3821,27264,6/4/2011,Low,3,58.7706,0.02,Regular Air,11.6186,19.99,11.17,Henry Goldwyn,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,00:00.0
3822,27265,5/6/2012,Critical,49,14405.5198,0.02,Regular Air,7044.1248,299.99,11.64,Christina Anderson,Saskachewan,Prarie,Corporate,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Large Box,0.5,00:00.0
3825,27266,9/8/2011,Critical,9,1010.8467,0.03,Regular Air,498.2228,115.79,1.99,Art Ferguson,Nova Scotia,Atlantic,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Small Pack,0.49,00:00.0
3826,27271,9/14/2011,Not Specified,8,271.52,0,Delivery Truck,94.8484,33.94,19.19,Speros Goranitis,Quebec,Quebec,Corporate,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,00:00.0
3827,27298,11/19/2011,Low,40,7279.636,0.09,Regular Air,3575.33,199.99,24.49,Philisse Overcash,British Columbia,West,Small Business,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,00:00.0
3828,27298,11/19/2011,Low,31,148.2048,0.04,Regular Air,84.6804,4.98,4.86,Philisse Overcash,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 190,Small Box,0.38,00:00.0
3829,27299,8/5/2012,Critical,41,735.786,0.1,Regular Air,254.9182,19.94,14.87,Liz Willingham,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,00:00.0
3830,27300,9/30/2012,Not Specified,50,3329.1,0.1,Regular Air,402.89,73.98,4,Stephanie Ulpright,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,00:00.0
3831,27300,9/30/2012,Not Specified,27,54.432,0.04,Regular Air,21.413,2.1,0.7,Stephanie Ulpright,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,00:00.0
3832,27302,9/12/2012,Low,16,211.8144,0.04,Regular Air,108.1592,13.79,8.78,Maya Herman,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,00:00.0
3833,27302,9/12/2012,Low,3,134.9916,0.08,Regular Air,73.4242,48.91,5.81,Maya Herman,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,00:00.0
3834,27330,9/16/2009,Low,8,421.8,0.05,Regular Air,49.92,55.5,52.2,Mark Cousins,British Columbia,West,Home Office,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,0.72,00:00.0
3835,27330,9/16/2009,Low,30,12600.99,0.05,Delivery Truck,5158.338,442.14,14.7,Mark Cousins,British Columbia,West,Home Office,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,00:00.0
3836,27335,11/6/2010,Low,23,59.3446,0.03,Regular Air,30.9698,2.66,6.35,Karl Brown,Nova Scotia,Atlantic,Corporate,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Small Box,0.36,00:00.0
3837,27363,10/18/2011,Medium,6,565.8678,0.07,Regular Air,31.9306,101.41,35,Deborah Brumfield,Yukon,Yukon,Small Business,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,00:00.0
3920,27969,6/8/2010,Low,43,5406.8544,0.04,Delivery Truck,1465.9378,130.98,54.74,Ed Braxton,Yukon,Yukon,Home Office,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,00:00.0
3941,28069,5/21/2009,Low,1,5.0764,0.02,Express Air,1.1716,5.18,2.04,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,00:00.0
3838,27363,10/18/2011,Medium,16,304.4096,0.06,Regular Air,139.058,20.24,6.67,Deborah Brumfield,Manitoba,Prarie,Small Business,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,00:00.0
3839,27364,5/20/2011,Medium,25,69.12,0.04,Regular Air,41.71,2.88,1.49,Joseph Airdo,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,00:00.0
3840,27364,5/20/2011,Medium,29,1798.8874,0.06,Regular Air,665.8085,65.99,3.99,Joseph Airdo,Manitoba,Prarie,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,00:00.0
3841,27392,3/2/2012,Low,37,5586.26,0,Regular Air,3449.4912,150.98,13.99,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,00:00.0
3842,27396,12/8/2010,Critical,14,127.2054,0.07,Regular Air,55.531,9.77,6.02,Sean Wendt,British Columbia,West,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,00:00.0
3843,27426,2/23/2010,Low,41,405.4941,0.01,Regular Air,236.8781,9.99,4.78,William Brown,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 1896,Small Box,0.4,00:00.0
3844,27426,2/23/2010,Low,32,403.9168,0.02,Express Air,61.3556,12.88,4.59,William Brown,Saskachewan,Prarie,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,00:00.0
3845,27430,1/31/2011,High,12,76.464,0.1,Regular Air,34.1828,7.08,2.35,Anthony Garverick,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,00:00.0
3846,27430,1/31/2011,High,3,292.5048,0.08,Regular Air,71.8538,105.98,13.99,Anthony Garverick,Nova Scotia,Atlantic,Small Business,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,00:00.0
3847,27456,4/10/2009,Not Specified,29,9040.257,0.05,Delivery Truck,3525.0528,328.14,91.05,Duane Benoit,Ontario,Ontario,Home Office,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,00:00.0
3848,27460,5/12/2009,Not Specified,7,825.8656,0.08,Regular Air,813.2156,128.24,12.65,Evan Bailliet,Manitoba,Prarie,Corporate,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,NULL,00:00.0
3849,27460,5/12/2009,Not Specified,31,177.9648,0.04,Regular Air,34.5498,5.98,4.38,Evan Bailliet,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75,00:00.0
3850,27461,2/26/2010,Critical,40,104.832,0.09,Express Air,59.404,2.88,0.5,Candace McMahon,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 507,Small Box,0.39,00:00.0
3851,27461,2/26/2010,Critical,26,1055.0826,0.01,Regular Air,651.4262,40.99,19.99,Candace McMahon,Ontario,Ontario,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,00:00.0
3852,27463,11/13/2009,Medium,31,786.78,0,Regular Air,384.4,25.38,8.99,Tonja Turnell,Alberta,West,Consumer,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,00:00.0
3853,27463,11/13/2009,Medium,10,49.302,0.01,Regular Air,26.654,4.98,4.72,Tonja Turnell,Alberta,West,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.36,00:00.0
3854,27490,3/14/2012,Not Specified,18,559.8936,0.02,Regular Air,335.8852,31.74,12.62,Daniel Raglin,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,00:00.0
3856,27491,4/9/2009,Not Specified,36,344.6856,0.02,Regular Air,169.84,9.77,6.02,Roy Collins,Saskachewan,Prarie,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,00:00.0
3858,27524,2/1/2010,Not Specified,50,317.52,0.02,Regular Air,190.27,6.48,7.37,Jay Fine,Yukon,Yukon,Consumer,Office Supplies,Paper,Xerox 210,Small Box,0.37,00:00.0
3862,27554,3/10/2011,Critical,45,15356.061,0.02,Delivery Truck,5600.812,348.21,40.19,Benjamin Venier,Yukon,Yukon,Small Business,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,00:00.0
3864,27557,2/8/2012,Low,18,50.8032,0.02,Regular Air,26.8108,2.88,5.33,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery File Folder Labels,Small Box,0.36,00:00.0
3855,27491,4/9/2009,Not Specified,11,955.4688,0.04,Regular Air,537.3668,90.48,19.99,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,00:00.0
3857,27491,4/9/2009,Not Specified,2,63.6818,0.09,Regular Air,14.6636,34.99,7.73,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,00:00.0
3859,27527,11/30/2010,Medium,37,350.168,0.09,Regular Air,148.52,10.4,5.4,Rob Haberlin,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,00:00.0
3860,27553,8/12/2011,Medium,48,17272.8288,0.03,Delivery Truck,5599.2528,370.98,99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,00:00.0
3861,27553,8/12/2011,Medium,16,2879.84,0,Regular Air,1224.3412,179.99,13.99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,00:00.0
3863,27555,9/1/2009,Critical,32,194.112,0.1,Regular Air,116.904,6.74,1.72,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Wrap Bag,0.35,00:00.0
3865,27558,7/7/2011,Not Specified,21,404.082,0.1,Regular Air,234.9694,21.38,2.99,Cindy Chapman,Yukon,Yukon,Consumer,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box,0.37,00:00.0
3866,27559,10/30/2011,High,38,443.308,0.05,Regular Air,261.1248,12.28,4.86,Aaron Hawkins,Nova Scotia,Atlantic,Home Office,Office Supplies,Paper,Xerox 1933,Small Box,0.38,00:00.0
3867,27589,9/15/2011,Medium,20,773.808,0.02,Express Air,345.434,39.48,1.99,Darren Budd,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,00:00.0
3868,27589,9/15/2011,Medium,25,424.08,0.04,Regular Air,207.4675,17.67,8.99,Darren Budd,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack,0.47,00:00.0
3869,27589,9/15/2011,Medium,36,62.9424,0.07,Regular Air,16.7836,1.88,1.49,Darren Budd,Ontario,Ontario,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,00:00.0
3870,27616,7/30/2012,Low,3,545.9727,0.09,Regular Air,245.4965,199.99,24.49,Susan Pistek,Saskachewan,Prarie,Home Office,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,00:00.0
3871,27622,2/6/2011,Medium,4,1167.1296,0.09,Delivery Truck,315.5468,320.64,43.57,Michelle Tran,Quebec,Quebec,Consumer,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.63,00:00.0
3872,27654,9/24/2010,High,12,89.8464,0.02,Regular Air,55.4516,7.64,1.39,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36,00:00.0
3873,27680,1/26/2010,Critical,32,313.632,0.1,Regular Air,103.5288,10.89,4.5,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,00:00.0
3874,27680,1/26/2010,Critical,19,121.8888,0.01,Regular Air,69.7344,6.48,6.6,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,00:00.0
3875,27681,11/24/2010,Medium,7,32.7684,0.06,Regular Air,14.8216,4.98,4.7,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,00:00.0
3876,27681,11/24/2010,Medium,30,175.104,0.04,Regular Air,71.79,6.08,1.17,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Col-Erase® Pencils with Erasers,Wrap Bag,0.56,00:00.0
3877,27684,9/5/2011,Low,1,9.8512,0.06,Regular Air,0.6732,10.48,2.89,John Lucas,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,00:00.0
3919,27939,4/10/2012,Medium,8,53.44,0,Regular Air,28.0072,6.68,5.66,Bruce Money,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1923,Small Box,0.37,00:00.0
3878,27687,4/22/2010,Medium,38,242.82,0.1,Regular Air,131.548,7.1,6.05,Maribeth Yedwab,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,00:00.0
3879,27712,3/4/2010,Low,20,225.952,0.08,Regular Air,127.764,12.28,4.86,Speros Goranitis,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.38,00:00.0
3880,27715,9/19/2011,High,12,84.036,0.06,Regular Air,41.996,7.45,6.28,Darrin Sayre,Yukon,Yukon,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4,00:00.0
3881,27717,10/26/2011,Critical,19,67.6875,0.05,Regular Air,33.825,3.75,7.5,Tracy Collins,Manitoba,Prarie,Corporate,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box,0.37,00:00.0
3882,27744,8/3/2010,Critical,22,98.8812,0.01,Regular Air,57.0944,4.54,5.83,Pete Kriz,Yukon,Yukon,Corporate,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,00:00.0
3883,27745,9/20/2010,Low,41,5928.1695,0.01,Delivery Truck,1596.454,146.05,80.2,Brad Thomas,Yukon,Yukon,Home Office,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71,00:00.0
3884,27746,12/4/2010,Critical,3,79.218,0.1,Regular Air,23.8172,29.34,7.87,Jenna Caffey,Alberta,West,Consumer,Furniture,Office Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Small Box,0.54,00:00.0
3885,27746,12/4/2010,Critical,42,185.9256,0.07,Regular Air,107.0768,4.76,0.88,Jenna Caffey,Alberta,West,Consumer,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39,00:00.0
3886,27746,12/4/2010,Critical,3,1439.9712,0.04,Regular Air,875.492,499.99,24.49,Jenna Caffey,Ontario,Ontario,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,00:00.0
3887,27750,10/19/2012,Low,12,697.68,0,Delivery Truck,235.4852,58.14,36.61,John Murray,Alberta,West,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,00:00.0
3888,27750,10/19/2012,Low,18,7370.8362,0.09,Delivery Truck,4243.9046,449.99,49,John Murray,Alberta,West,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,00:00.0
3889,27776,5/4/2010,Low,41,196.0128,0.04,Express Air,111.1444,4.98,7.28,Liz Price,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1926,Small Box,0.38,00:00.0
3890,27778,9/2/2011,Critical,10,5879.902,0.02,Regular Air,2855.462,599.99,24.49,Roy Skaria,Manitoba,Prarie,Corporate,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box,0.5,00:00.0
3891,27778,9/2/2011,Critical,1,219.5004,0.02,Regular Air,119.378,223.98,15.01,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,00:00.0
3892,27778,9/2/2011,Critical,34,4457.7876,0.07,Delivery Truck,730.8412,140.98,36.09,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,00:00.0
3893,27780,10/20/2012,Critical,18,54.3312,0.02,Regular Air,32.8284,3.08,0.99,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Labels,Avery 481,Small Box,0.37,00:00.0
3894,27780,10/20/2012,Critical,39,143.52,0,Regular Air,23.0784,3.68,1.32,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,00:00.0
3895,27780,10/20/2012,Critical,39,1629.459,0.05,Regular Air,872.7722,43.98,1.99,Matthew Grinstein,Alberta,West,Small Business,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,00:00.0
3896,27781,9/15/2011,High,47,173.43,0,Regular Air,103.2923,3.69,2.5,Shahid Hopkins,British Columbia,West,Small Business,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,00:00.0
3897,27808,1/26/2010,Low,9,186.1299,0.01,Express Air,93.8951,20.89,1.99,Michelle Ellison,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,00:00.0
3898,27810,1/28/2010,High,32,197.568,0.02,Express Air,118.444,6.3,0.5,Julia Dunbar,Saskachewan,Prarie,Consumer,Office Supplies,Labels,Avery 51,Small Box,0.39,00:00.0
3899,27811,3/4/2011,Not Specified,31,192.1101,0.09,Regular Air,108.5194,6.81,5.48,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,00:00.0
3900,27811,3/4/2011,Not Specified,4,60.1224,0.06,Regular Air,23.2772,15.99,13.18,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,00:00.0
3901,27813,1/12/2009,Medium,10,368.82,0.1,Regular Air,59.068,40.98,6.5,Liz Price,Saskachewan,Prarie,Consumer,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,00:00.0
3902,27840,7/3/2009,High,8,1099.1344,0.09,Delivery Truck,247.7684,150.98,66.27,Maria Bertelson,Ontario,Ontario,Home Office,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,00:00.0
